Transaction Date,Local Authority Establishment,Benificiary (Merchant),Amount,Unrecoverable VAT,Expenditure Purpose,Merchant Category
19/02/2018,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,27.75,0,Statutory Bodies,Government services
21/02/2018,DCC - TOTNES DIST-CP0666223GBP,TVLICENSING.CO.UK,147,0,Professional Services,Consultants & public relation services
21/02/2018,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,46.8,0,Statutory Bodies,Government services
22/02/2018,DCC - TOTNES DIST-CP0666223GBP,HMCOURTS-SERVICE.G,18,0,Statutory Bodies,Fines
22/02/2018,DCC - TOTNES DIST-CP0666223GBP,HMCOURTS-SERVICE.G,150.5,0,Statutory Bodies,Fines
23/01/2018,DCC - WEST EXMOOR-CP0691501GBP,Amazon UK Marketplace,17.79,0,Books and Periodicals,Book stores
23/01/2018,DCC - WEST EXMOOR-CP0691501GBP,Amazon UK Marketplace,12.99,0,Books and Periodicals,Book stores
25/01/2018,DCC - WEST EXMOOR-CP0691501GBP,Amazon UK Marketplace,22,0,Books and Periodicals,Book stores
01/02/2018,DCC - WEST EXMOOR-CP0691501GBP,AMZ worldofbargain888,-14.46,0,General Retail and Wholesale,Miscellaneous retail
01/02/2018,DCC - WEST EXMOOR-CP0691501GBP,GLEN DIMPLEX HOME APPL,31.97,0,General Retail and Wholesale,Household appliance stores
05/02/2018,DCC - WEST EXMOOR-CP0691501GBP,Amazon UK Marketplace,29.8,0,Books and Periodicals,Book stores
07/02/2018,DCC - WEST EXMOOR-CP0691501GBP,Amazon UK Marketplace,180.38,0,Books and Periodicals,Book stores
11/02/2018,DCC - WEST EXMOOR-CP0691501GBP,Amazon UK Marketplace,11.99,0,Books and Periodicals,Book stores
05/02/2018,DCC - WOLBOROUGH-CP0704784GBP,BAKER ROSS LTD,125.56,0,General Retail and Wholesale,Art & craft shops
29/01/2018,DCC BEACON PRIM-CP0677493GBP,EGRESS SWITCH,88.9,0,Computer Equipment & Services,Computer software stores
30/01/2018,DCC BEACON PRIM-CP0677493GBP,AMAZON EU AMAZON.CO.UK,44.98,0,General Retail and Wholesale,Miscellaneous retail
19/02/2018,DCC BEACON PRIM-CP0677493GBP,TESCO STORE 2487,70.8,0,General Retail and Wholesale,Grocery stores
27/01/2018,DCC BEAFORD PRIM-CP0685618GBP,Amazon UK Retail,19,0,Mail Order / Direct Selling,Direct sales companies
01/02/2018,DCC BEAFORD PRIM-CP0685618GBP,PAYPAL  ETI LTD,165,0,Miscellaneous Industrial/Commercial Supplies,Misc Industrial supplies
02/02/2018,DCC BEAFORD PRIM-CP0685618GBP,WWW.LAMPSHOPONLINE.CO.UK,21.92,0,Miscellaneous Industrial/Commercial Supplies,Hardware Equipment & Suppliers
24/01/2018,DCC BIDWELL BROOK-CP0687798GBP,PAYPAL  TEN TORS,137.5,0,Training and Educational,Schools
25/01/2018,DCC BIDWELL BROOK-CP0687798GBP,AMAZON SVCS EU-UK AMAZON.,99.94,0,Books and Periodicals,Book stores
30/01/2018,DCC BIDWELL BROOK-CP0687798GBP,AMAZON SVCS EU-UK AMAZON.,117.77,0,Books and Periodicals,Book stores
30/01/2018,DCC BIDWELL BROOK-CP0687798GBP,Amazon UK Marketplace,28.95,0,Books and Periodicals,Book stores
30/01/2018,DCC BIDWELL BROOK-CP0687798GBP,Amazon UK Marketplace,12.27,0,Books and Periodicals,Book stores
30/01/2018,DCC BIDWELL BROOK-CP0687798GBP,AMAZON EU AMAZON.CO.UK,81.39,0,General Retail and Wholesale,Miscellaneous retail
30/01/2018,DCC BIDWELL BROOK-CP0687798GBP,Amazon UK Retail,74.31,0,Mail Order / Direct Selling,Direct sales companies
31/01/2018,DCC BIDWELL BROOK-CP0687798GBP,Amazon UK Marketplace,29.97,0,Books and Periodicals,Book stores
31/01/2018,DCC BIDWELL BROOK-CP0687798GBP,Amazon UK Retail,30.88,0,Mail Order / Direct Selling,Direct sales companies
05/02/2018,DCC BIDWELL BROOK-CP0687798GBP,Amazon UK Marketplace,66,0,Books and Periodicals,Book stores
05/02/2018,DCC BIDWELL BROOK-CP0687798GBP,PAYPAL  CDKDEVELOPM,88.1,0,General Retail and Wholesale,"Hobby, toy & game shops"
05/02/2018,DCC BIDWELL BROOK-CP0687798GBP,PAYPAL  FABRICLANDB,77,0,Professional Services,Professional services
08/02/2018,DCC BIDWELL BROOK-CP0687798GBP,ASDA HOME SHOPPING,71,0,General Retail and Wholesale,Grocery stores
08/02/2018,DCC BIDWELL BROOK-CP0687798GBP,Amazon UK Retail,17.28,0,Mail Order / Direct Selling,Direct sales companies
08/02/2018,DCC BIDWELL BROOK-CP0687798GBP,Amazon UK Retail,38.4,0,Mail Order / Direct Selling,Direct sales companies
19/02/2018,DCC BIDWELL BROOK-CP0687798GBP,PUREEFOODMOLDS,258,0,Catering and Catering Supplies,Misc Food stores
19/02/2018,DCC BIDWELL BROOK-CP0687798GBP,CURRYS ONLINE,129.99,0,General Retail and Wholesale,Electronics shops
20/02/2018,DCC BIDWELL BROOK-CP0687798GBP,Amazon UK Marketplace,11.98,0,Books and Periodicals,Book stores
20/02/2018,DCC BIDWELL BROOK-CP0687798GBP,PSA Parts,89.98,0,General Retail and Wholesale,Electronics shops
01/02/2018,DCC BOLHAM PRIMARY SCH 0474800,WWW.SINCLAIR-RUSH.CO.U,52.74,0,Miscellaneous Industrial/Commercial Supplies,Misc Industrial supplies
05/02/2018,DCC BRADLEY BARTO-CP0687801GBP,ASDA HOME SHOPPING,-1.4,0,General Retail and Wholesale,Grocery stores
05/02/2018,DCC BRADLEY BARTO-CP0687801GBP,ASDA HOME SHOPPING,96.2,0,General Retail and Wholesale,Grocery stores
02/02/2018,DCC BRANSCOMBE-CP0687800GBP,AMZ Acacia Products,-6.82,0,General Retail and Wholesale,Miscellaneous retail
08/02/2018,DCC BRANSCOMBE-CP0687800GBP,AMZ Acacia Products,-6.82,0,General Retail and Wholesale,Miscellaneous retail
18/02/2018,DCC BRANSCOMBE-CP0687800GBP,WWW.PRIMARYTEACHING.CO,44.1,0,"Office Stationery, Equipment and Supplies",Stationery & office supplies stores
22/02/2018,DCC BRANSCOMBE-CP0687800GBP,WWW.WATERPOOFWORLD,89.95,0,General Retail and Wholesale,Children/infants shops
13/02/2018,DCC BRATTON-CP0698630GBP,TIGER UK (MIDLANDS) LT,14,0,General Retail and Wholesale,Department stores
29/01/2018,DCC BUCKLAND BREWER SCH,WWWSTAMPS4UCOUK,20.75,0,Computer Equipment & Services,Computer software stores
02/02/2018,DCC BUCKLAND BREWER SCH,Amazon UK Marketplace,23.99,0,Books and Periodicals,Book stores
22/02/2018,DCC BUCKLAND BREWER SCH,BIDEFORD COBBELERS AND,11,0,General Retail and Wholesale,Shoe repairs
22/02/2018,DCC BUCKLAND BREWER SCH,POST OFFICE COUNTER,230.22,0,Mail and Courier Services,Postal services
